N,P,K,temperature,humidity,ph,rainfall,label
88.27,47.32,34.56,30.43,70.87,6.11,159.53,rice
48.33,44.49,39.15,20.22,65.03,6.53,55.16,groundnut
72.39,43.07,40.85,30.57,81.36,6.65,120.45,rice
55.23,23.38,42.51,32.38,31.37,7.06,30.78,millets
75.52,50.83,40.0,30.1,52.31,6.51,94.18,maize
33.21,52.2,41.3,27.44,43.04,7.08,102.68,pulses
77.64,47.3,38.21,26.35,73.95,6.21,150.66,rice
49.4,49.38,56.93,27.32,59.88,7.21,90.91,cotton
66.66,34.82,40.82,33.56,55.33,7.33,86.65,maize
44.55,44.92,26.48,29.86,63.68,6.79,62.28,millets
60.28,50.51,52.61,28.62,42.63,6.94,61.46,cotton
83.7,39.16,33.66,28.94,81.23,6.8,198.47,rice
32.68,49.23,39.06,27.87,60.06,7.07,45.31,pulses
42.84,42.78,46.08,36.33,56.04,6.59,99.12,millets
81.84,43.4,38.68,25.37,87.53,7.0,264.24,sugarcane
68.91,54.37,41.63,34.22,56.25,6.44,46.21,maize
60.17,45.19,63.63,23.44,57.07,7.34,91.7,cotton
36.96,38.74,41.01,25.17,35.42,6.88,47.52,millets
82.6,39.74,41.43,19.52,69.07,6.59,42.68,maize
79.95,58.1,31.45,20.21,60.23,6.64,133.93,maize
49.06,41.59,47.89,31.74,47.17,6.81,128.77,cotton
37.65,40.65,34.83,26.47,69.03,6.99,121.56,pulses
49.83,51.69,37.39,20.0,71.54,6.37,54.52,pulses
36.57,29.93,53.19,32.81,50.26,6.23,53.5,millets
49.1,40.42,38.25,32.7,60.17,7.52,36.04,millets
55.72,42.45,42.4,31.02,51.5,7.89,92.18,pulses
62.36,50.26,58.71,33.23,47.72,7.59,127.58,cotton
77.63,44.26,36.6,23.69,72.88,6.84,189.81,rice
44.24,50.19,41.14,23.1,62.38,6.83,114.32,groundnut
31.94,60.07,32.65,30.55,41.73,6.87,50.87,pulses
61.64,40.36,47.2,27.2,41.34,7.34,42.19,millets
48.61,58.18,31.14,21.86,52.21,6.5,93.95,groundnut
45.86,40.44,43.8,20.82,66.75,7.54,72.6,pulses
55.02,54.85,49.87,26.2,58.68,6.42,82.31,pulses
83.8,38.34,60.58,21.33,65.64,6.75,189.56,sugarcane
70.77,50.01,26.01,28.36,61.2,7.08,76.85,maize
75.31,46.28,30.7,24.26,52.9,7.31,88.12,maize
86.74,51.64,45.07,22.72,88.5,7.13,138.2,sugarcane
73.56,45.5,36.54,23.83,95.29,6.34,360.21,rice
44.15,38.59,36.05,30.1,69.38,7.69,98.64,pulses
87.39,50.02,39.11,22.24,76.31,6.36,277.67,rice
44.94,39.61,41.1,26.43,60.79,7.44,40.59,pulses
37.52,49.97,34.51,23.44,69.48,6.33,63.02,groundnut
50.02,32.17,39.32,30.04,51.18,7.61,67.5,millets
36.8,45.54,45.44,35.53,40.9,6.5,31.13,millets
43.8,47.59,29.09,24.18,75.66,6.56,53.87,groundnut
50.2,58.01,41.25,21.11,65.0,7.09,46.65,pulses
46.54,36.52,46.78,29.84,49.61,6.61,65.08,pulses
44.66,54.29,38.44,20.74,48.46,6.77,36.09,pulses
64.76,40.76,40.37,31.44,94.78,6.47,319.77,rice
80.31,53.63,43.32,28.59,74.87,6.72,188.99,rice
57.59,52.6,54.39,25.64,60.48,7.26,117.86,cotton
80.61,47.87,37.81,26.57,85.94,6.21,218.03,rice
60.1,46.94,56.83,36.02,56.61,7.02,90.8,cotton
49.99,34.89,39.69,24.07,40.04,7.55,50.11,pulses
60.76,44.77,48.06,30.92,59.83,7.15,110.33,cotton
70.51,48.86,50.85,25.3,90.72,6.37,348.6,rice
32.43,48.15,33.87,27.33,57.65,7.56,62.74,pulses
36.76,33.36,52.31,20.86,41.28,6.98,55.7,millets
88.92,38.93,46.72,27.46,93.19,6.54,226.65,rice
53.97,41.37,40.28,24.03,65.96,7.25,87.77,pulses
28.63,42.13,40.81,33.2,58.96,7.28,96.1,groundnut
33.48,42.19,39.07,30.88,50.73,6.24,66.78,millets
68.67,38.48,57.95,30.39,45.86,7.18,66.53,cotton
68.04,44.85,40.24,31.68,60.25,7.12,92.7,maize
79.75,42.82,40.63,23.72,78.86,6.08,182.25,rice
39.63,65.56,41.56,31.53,69.2,6.83,51.93,groundnut
79.66,51.96,42.16,24.39,54.05,6.09,82.6,maize
106.78,39.07,61.44,22.31,67.36,7.29,187.56,sugarcane
72.7,41.57,42.5,22.06,68.99,6.39,103.35,maize
69.76,42.7,36.38,30.12,80.99,6.39,238.55,rice
40.38,53.13,36.61,30.73,48.77,7.17,31.09,pulses
85.63,40.71,50.74,29.32,94.19,5.92,278.1,rice
30.7,55.5,35.89,24.0,53.87,6.77,101.71,pulses
63.35,55.1,33.27,19.95,46.21,6.53,55.98,maize
81.48,48.85,31.12,20.89,78.96,6.55,180.75,rice
63.92,36.13,45.41,27.43,59.63,6.23,102.16,maize
31.59,55.34,28.79,22.33,59.49,7.69,34.3,pulses
81.68,53.87,48.36,22.0,89.63,6.92,191.87,rice
75.33,55.61,35.39,20.86,56.28,7.57,168.2,maize
66.7,44.74,41.57,19.59,58.45,7.06,89.15,maize
69.06,48.8,36.62,26.32,80.53,6.88,240.61,rice
73.73,43.79,35.82,29.9,55.49,7.17,59.23,maize
48.19,37.84,43.76,25.68,40.08,6.35,77.17,millets
67.28,40.03,44.34,25.31,64.9,6.93,58.26,maize
65.88,46.81,38.82,28.8,55.58,7.27,71.81,millets
54.54,42.29,47.57,23.27,57.44,7.51,82.54,groundnut
82.64,42.51,54.83,31.58,62.51,7.0,121.11,sugarcane
74.28,50.53,42.76,27.55,76.04,7.41,123.29,maize
89.44,43.55,39.43,26.71,80.69,6.97,266.36,rice
47.87,56.54,44.03,30.48,59.55,7.51,92.85,pulses
35.43,44.97,37.43,32.93,68.1,6.42,84.4,groundnut
51.4,48.9,37.88,26.79,55.51,6.96,122.73,pulses
54.74,35.19,32.0,21.82,57.59,6.84,47.33,pulses
67.14,48.72,31.38,17.51,58.63,6.21,151.53,maize
76.52,50.47,48.24,29.85,86.83,6.23,251.91,banana
65.54,49.83,46.3,32.16,79.63,5.99,218.45,rice
85.09,44.33,29.58,25.27,77.98,6.57,146.38,maize
60.41,39.97,92.31,24.4,75.41,5.97,309.88,coconut
74.04,53.52,44.4,34.78,68.33,6.48,144.8,sugarcane
56.91,37.59,34.81,35.1,48.77,6.52,61.49,millets
60.65,45.11,64.12,26.92,47.55,6.48,130.47,cotton
59.38,44.66,55.39,24.11,69.53,6.38,155.17,cotton
98.83,59.63,59.98,20.24,73.11,7.14,208.95,banana
71.06,50.74,64.4,24.46,66.31,7.15,87.43,cotton
50.39,34.83,35.85,27.9,66.19,7.42,46.42,millets
60.89,39.34,46.19,35.55,40.5,7.29,49.14,millets
39.54,54.18,39.39,26.67,55.11,6.55,54.2,pulses
26.97,52.52,30.3,31.33,45.19,7.0,31.26,pulses
83.4,54.28,47.47,23.54,88.63,7.17,259.09,rice
87.03,51.03,65.0,34.96,66.43,7.06,134.6,sugarcane
35.88,39.13,51.84,21.4,33.02,6.76,46.15,millets
76.3,49.83,38.67,21.43,91.22,6.58,337.12,rice
52.93,51.19,36.26,26.67,51.81,7.84,60.81,pulses
47.36,48.94,40.01,27.98,39.42,7.24,38.38,pulses
62.76,27.56,35.81,28.92,54.67,6.49,46.19,millets
79.93,47.67,35.57,30.06,81.11,6.64,266.69,rice
84.08,39.72,58.17,33.99,74.12,6.79,147.32,sugarcane
83.87,51.58,34.14,21.62,53.84,6.8,127.9,maize
63.32,49.91,40.16,27.13,87.27,6.21,312.51,rice
55.41,42.21,47.19,34.83,50.09,7.37,80.54,cotton
38.24,30.52,39.61,24.72,58.47,7.4,41.31,millets
46.21,41.76,53.54,23.72,55.96,7.12,61.1,cotton
49.33,43.48,36.44,29.15,69.51,7.55,74.15,groundnut
65.84,46.26,39.94,21.81,55.03,7.09,51.49,millets
82.52,38.28,45.17,24.7,87.09,6.92,296.24,rice
34.9,39.75,41.4,21.71,55.55,6.99,63.71,groundnut
34.13,46.36,34.15,27.28,59.31,6.54,102.41,pulses
37.79,39.38,33.61,18.26,51.29,6.39,118.13,pulses
38.55,42.28,43.37,30.09,35.73,7.04,75.65,millets
73.12,44.73,46.06,21.71,85.87,6.53,206.82,rice
55.37,58.17,47.76,26.98,58.87,7.11,113.3,cotton
35.78,62.62,32.66,24.38,62.87,6.92,74.35,groundnut
57.51,39.9,55.6,24.65,56.46,6.82,89.88,cotton
55.06,47.43,59.76,24.45,62.92,7.62,80.18,cotton
51.33,41.02,41.91,35.26,57.13,7.5,71.22,millets
42.25,51.25,43.47,33.15,49.59,7.25,81.68,pulses
79.81,43.56,39.05,27.32,91.95,6.87,344.62,rice
51.46,45.08,63.84,29.56,54.67,7.08,78.8,cotton
57.77,47.29,60.03,29.3,58.74,6.69,55.28,cotton
47.13,58.22,46.17,25.58,67.71,7.59,31.99,groundnut
74.15,35.85,27.71,25.97,90.99,6.04,333.56,rice
66.17,48.44,48.8,24.52,75.78,6.04,194.24,rice
44.26,39.54,34.4,28.26,41.64,6.44,53.06,pulses
81.84,40.98,49.48,27.46,68.27,7.25,108.29,maize
66.77,49.19,51.64,27.8,53.78,6.31,99.82,cotton
81.52,39.42,48.86,26.2,81.82,6.57,187.69,rice
78.81,51.41,35.16,28.95,63.05,7.17,125.82,maize
70.77,54.11,47.71,20.33,71.62,6.61,106.57,maize
65.14,54.39,44.23,22.06,69.33,6.76,127.23,maize
44.24,47.35,43.17,33.05,69.67,7.7,135.18,pulses
92.47,55.88,45.59,22.63,67.86,7.06,149.34,banana
82.05,41.32,47.61,26.71,81.63,6.35,221.42,rice
39.32,47.0,36.77,30.07,54.38,6.94,109.5,pulses
85.43,44.71,32.85,29.47,72.08,6.25,200.68,rice
53.42,38.27,28.89,29.17,51.11,6.42,81.29,maize
89.3,37.48,31.63,29.05,82.98,6.83,288.79,rice
43.99,45.91,27.44,21.86,50.77,7.2,75.59,pulses
45.93,56.0,32.64,29.65,51.42,6.45,34.08,pulses
59.88,37.95,52.62,19.46,48.64,7.22,85.07,millets
50.43,31.18,36.29,32.03,41.72,7.17,66.64,millets
92.44,54.47,63.79,32.21,81.8,6.34,151.96,sugarcane
86.43,46.02,49.71,24.62,78.51,6.4,286.78,rice
89.25,50.03,53.63,33.08,65.53,7.0,129.7,sugarcane
80.14,54.13,31.6,29.77,77.45,6.68,62.38,maize
70.74,49.79,41.2,28.0,68.7,7.02,58.21,maize
78.81,52.83,31.76,24.44,54.52,7.38,108.88,maize
45.61,40.63,49.32,34.09,42.85,7.5,77.74,millets
32.17,47.61,24.21,27.31,56.96,6.56,79.44,pulses
41.86,36.02,40.13,27.97,44.24,6.43,48.93,pulses
87.98,55.39,50.47,25.37,80.43,7.46,288.79,sugarcane
42.49,36.71,31.43,33.54,48.6,7.72,33.86,pulses
68.9,54.51,33.28,19.23,51.05,6.43,87.11,maize
91.11,38.84,52.25,31.19,82.37,6.32,247.29,rice
56.22,53.87,89.26,24.11,76.15,6.02,315.33,coconut
62.89,57.25,60.79,27.36,64.27,7.31,57.13,cotton
31.57,46.04,37.42,25.57,50.74,6.62,72.47,millets
40.2,41.85,39.58,28.34,46.66,7.49,40.27,millets
63.23,42.21,60.93,22.01,53.57,6.92,139.83,cotton
71.84,38.95,81.72,28.18,86.58,6.65,138.94,coconut
77.34,55.43,41.73,31.97,77.39,7.47,164.67,sugarcane
40.3,59.67,71.21,20.43,75.42,5.29,143.25,coffee
70.25,41.5,42.07,22.08,82.5,7.01,192.28,rice
70.78,43.82,40.92,27.25,60.76,6.47,63.06,cotton
76.92,52.23,30.59,20.56,59.09,6.65,163.13,maize
104.25,48.81,43.64,27.05,73.95,7.14,79.54,sugarcane
42.15,30.36,35.91,21.32,65.14,6.55,74.89,millets
32.2,43.29,33.76,19.53,57.78,7.84,50.4,millets
48.64,51.36,29.46,20.81,69.45,6.48,69.92,groundnut
82.07,57.71,43.35,27.84,87.96,7.27,282.26,sugarcane
33.24,38.98,40.88,33.18,47.26,6.39,51.49,millets
51.31,42.87,32.66,28.51,48.32,7.52,95.23,pulses
93.39,49.43,32.91,29.16,84.14,6.35,198.24,rice
26.76,44.77,44.12,24.21,67.66,6.63,69.64,groundnut
42.88,54.4,29.72,26.33,50.4,7.07,69.7,pulses
29.63,49.19,28.09,22.88,52.93,7.45,79.51,pulses
56.51,45.78,35.77,26.72,62.41,6.62,136.42,maize
47.31,53.58,46.91,26.15,43.9,6.51,50.75,cotton
57.71,50.1,53.62,30.77,68.88,6.36,98.59,cotton
50.89,37.35,28.13,23.9,42.39,7.63,62.86,pulses
52.77,43.24,59.38,28.21,57.22,7.37,149.07,cotton
27.18,50.15,29.79,30.23,60.41,7.49,105.97,groundnut
77.9,42.88,42.21,21.21,84.75,6.88,233.83,rice
62.34,55.9,46.18,24.83,59.43,6.3,70.82,cotton
76.56,48.37,47.8,26.22,70.05,6.69,129.28,sugarcane
69.79,54.33,56.74,36.32,67.32,6.58,103.63,cotton
73.05,46.46,48.85,29.08,88.7,6.49,292.02,rice
65.28,51.87,63.69,22.83,63.74,7.28,99.83,cotton
86.03,53.97,41.99,19.84,50.69,6.38,91.53,maize
30.22,52.9,43.34,30.14,56.67,7.44,104.92,pulses
88.1,43.64,49.68,28.44,76.25,6.08,301.3,rice
68.08,56.1,45.01,32.24,65.3,7.64,90.64,cotton
63.37,41.55,51.38,24.01,80.21,6.8,218.73,rice
78.38,44.29,49.95,25.18,69.74,6.97,108.11,sugarcane
63.9,41.5,36.79,21.35,74.69,6.52,139.45,rice
70.96,54.92,59.04,28.17,59.6,7.49,90.94,cotton
45.69,36.72,43.62,33.28,43.13,6.39,65.08,millets
62.42,49.4,37.94,23.04,59.31,6.85,32.0,pulses
81.56,50.65,40.08,31.95,91.63,6.42,272.23,rice
75.09,46.11,44.67,32.84,57.88,6.73,61.62,maize
40.7,55.45,34.15,21.81,67.77,6.98,50.81,pulses
36.46,42.62,33.13,23.65,41.89,7.4,52.63,millets
34.1,58.7,42.13,21.14,61.63,7.6,20.55,pulses
48.72,48.07,64.71,31.3,47.74,6.81,105.97,cotton
45.37,34.77,55.16,28.4,36.97,7.17,93.78,millets
77.22,35.57,31.46,24.92,90.32,7.18,243.07,rice
67.14,42.8,38.41,28.39,90.91,5.99,265.99,rice
87.14,40.11,33.89,22.32,79.34,6.8,300.55,rice
59.17,37.26,50.53,28.08,42.07,6.5,69.67,millets
76.72,49.01,38.59,26.81,68.25,7.52,79.44,maize
96.37,40.26,41.44,19.29,88.65,6.49,217.44,rice
63.5,53.18,37.95,33.1,59.34,7.07,72.98,maize
83.8,48.82,46.01,28.76,86.54,6.94,138.24,rice
55.97,43.51,52.51,32.27,57.21,6.8,101.89,cotton
78.02,44.27,43.36,27.13,77.2,6.64,109.19,maize
43.24,60.77,33.8,22.61,69.26,7.36,100.02,groundnut
76.95,41.74,39.04,30.78,81.82,6.44,282.16,rice
53.82,30.44,46.22,27.14,42.32,6.76,60.56,millets
81.71,48.34,37.02,24.81,76.37,5.84,285.03,rice
24.82,39.54,46.47,23.9,55.85,7.56,61.83,pulses
40.49,29.56,33.32,35.35,38.76,7.02,25.88,millets
62.04,52.59,62.14,30.84,72.53,6.91,145.52,cotton
78.62,45.37,30.84,26.92,63.5,6.72,96.9,maize
35.84,50.53,49.71,24.89,59.83,6.24,62.01,groundnut
68.13,48.52,40.56,28.95,60.76,7.24,120.8,maize
85.29,52.46,30.45,19.13,64.99,7.57,159.17,maize
60.1,48.02,52.77,29.66,46.51,7.58,35.23,millets
75.62,58.75,46.73,32.56,58.76,6.8,72.08,maize
63.98,49.18,45.6,31.89,65.98,6.83,114.24,cotton
91.06,50.68,35.89,18.97,81.57,6.71,362.97,rice
47.23,42.97,49.17,31.12,51.48,6.26,72.01,pulses
39.13,51.25,35.26,28.25,51.01,6.8,96.62,pulses
79.9,44.8,39.5,25.43,81.52,6.7,159.42,rice
84.04,38.1,34.42,30.78,61.41,7.48,112.4,maize
54.33,53.33,61.72,34.93,48.81,6.73,137.27,cotton
109.44,43.73,49.61,25.19,73.53,6.74,170.1,banana
62.13,32.64,40.69,23.92,50.3,7.93,30.7,millets
54.63,45.68,40.11,22.71,52.95,6.67,37.7,millets
56.81,35.31,27.98,18.91,58.95,6.93,116.16,pulses
70.67,48.12,39.3,31.2,63.71,6.69,52.47,maize
88.64,45.12,40.1,28.95,67.97,6.49,124.83,sugarcane
84.04,48.13,45.24,21.95,85.18,6.04,132.9,rice
47.26,65.06,40.51,27.84,71.14,7.04,118.64,groundnut
78.55,51.09,43.74,23.25,71.19,6.58,198.25,rice
74.19,52.81,47.04,20.55,69.91,6.57,127.53,maize
98.26,49.32,47.23,23.82,72.73,6.31,166.7,sugarcane
62.79,51.96,45.96,31.84,58.27,7.55,51.16,cotton
54.04,36.94,43.76,28.49,69.0,7.01,42.52,pulses
88.33,53.28,33.81,21.32,86.69,6.8,272.84,rice
38.84,46.33,44.33,32.05,65.48,7.5,68.4,groundnut
49.27,50.99,41.71,25.65,70.84,6.93,79.17,pulses
38.06,37.7,37.19,29.48,55.75,6.93,49.56,millets
71.21,45.93,51.54,30.83,79.71,6.89,226.43,rice
74.16,47.49,46.57,23.74,59.7,6.85,95.98,maize
74.47,46.72,33.3,29.11,78.23,6.59,133.01,maize
73.9,36.12,46.67,26.65,50.4,7.56,126.44,cotton
53.75,42.87,59.75,29.88,54.08,7.46,141.08,cotton
86.38,43.57,44.65,26.85,82.13,6.44,155.28,sugarcane
79.3,44.94,31.1,21.49,54.36,6.88,131.54,maize
88.51,50.44,50.2,27.65,81.79,6.48,214.66,rice
60.47,47.39,33.99,29.3,66.58,7.52,74.93,maize
43.37,42.14,52.13,32.05,51.42,7.34,20,millets
110.7,53.52,54.08,30.78,70.6,7.21,80.77,sugarcane
68.33,45.9,35.26,29.75,73.99,6.61,114.56,maize
37.96,38.37,38.69,28.15,43.71,7.46,96.35,pulses
69.8,50.03,35.32,33.09,58.28,6.66,79.56,maize
44.3,50.66,34.07,29.02,61.07,6.88,30.33,pulses
64.81,45.5,56.48,24.39,69.29,7.01,130.03,cotton
67.34,46.41,47.63,26.04,72.92,6.93,154.74,rice
57.62,54.59,59.2,35.35,55.8,6.58,113.76,cotton
43.12,32.39,41.09,34.8,49.03,6.26,28.39,millets
69.87,49.47,53.69,28.01,59.67,6.81,92.23,cotton
75.36,49.75,49.28,27.65,58.6,6.88,34.64,cotton
86.76,50.36,41.13,26.29,86.31,6.1,197.83,banana
48.35,45.87,35.75,23.01,51.91,7.45,56.56,millets
54.99,49.83,59.26,16.61,82.32,5.73,201.68,coffee
50.87,43.17,42.4,25.8,64.73,6.89,65.17,groundnut
62.04,46.24,52.32,28.77,59.21,6.54,54.6,millets
65.53,53.73,55.07,33.05,63.92,7.77,92.42,cotton
78.42,45.56,47.22,21.49,82.88,6.83,239.03,rice
63.05,52.18,45.32,35.73,51.32,6.79,110.43,cotton
80.51,44.95,28.28,31.02,62.1,7.18,100.99,maize
78.36,55.52,43.0,28.0,77.07,7.39,100.39,sugarcane
74.38,37.75,35.05,22.54,78.19,6.24,201.8,rice
36.69,41.69,42.42,19.72,46.65,7.01,54.83,pulses
42.94,37.3,31.43,21.12,39.59,7.09,33.78,millets
80.48,46.28,34.45,22.98,80.15,6.65,135.94,rice
84.88,56.15,52.43,37.53,71.28,6.81,77.62,sugarcane
85.84,47.72,42.08,22.26,79.14,6.25,172.83,rice
56.52,40.37,61.37,27.55,55.34,7.33,141.24,cotton
68.09,46.92,40.05,26.37,47.24,6.65,59.44,maize
53.38,40.71,47.44,27.92,44.11,7.49,81.52,cotton
38.82,48.1,38.55,31.07,53.54,7.57,110.68,millets
80.61,40.65,44.99,23.28,79.95,6.1,302.7,rice
64.14,37.63,51.08,36.63,50.97,7.71,76.09,cotton
28.12,41.65,38.33,29.24,61.59,7.66,70.61,pulses
45.25,33.05,46.23,28.97,63.66,7.66,103.7,millets
55.47,38.54,40.03,27.23,63.2,6.97,45.4,pulses
67.49,54.2,27.35,24.84,64.88,6.64,71.49,maize
33.94,52.13,41.24,29.33,63.33,7.16,88.57,groundnut
49.62,45.6,33.31,27.46,46.09,6.55,69.97,pulses
56.63,32.61,52.59,22.56,59.12,6.23,96.24,millets
67.96,37.29,34.13,25.05,87.98,6.13,286.64,rice
32.58,54.51,33.31,30.01,62.06,6.69,67.01,pulses
60.14,36.14,48.29,26.91,55.86,7.49,76.14,millets
76.21,41.52,47.02,24.07,90.68,6.59,377.06,rice
83.87,50.29,73.11,21.65,64.45,6.13,197.78,banana
100.1,52.35,50.97,28.41,70.58,6.78,222.99,sugarcane
50.98,55.29,40.85,23.86,64.3,6.85,92.75,groundnut
55.84,52.36,58.24,32.03,59.23,7.38,84.4,cotton
69.35,53.16,26.16,28.91,62.05,6.66,133.53,maize
103.97,42.62,51.1,20.83,94.28,6.76,316.92,banana
47.09,41.09,48.17,21.9,55.0,6.61,50.76,millets
50.91,41.76,46.05,24.1,66.52,6.61,71.54,maize
43.54,30.35,30.41,27.16,66.0,6.55,73.64,millets
51.09,48.03,55.78,33.01,56.96,6.73,151.99,cotton
97.03,58.08,55.08,27.35,69.41,7.24,217.18,sugarcane
79.25,52.52,55.57,26.68,73.15,7.35,162.16,sugarcane
51.15,45.35,35.84,31.5,56.58,7.58,74.25,pulses
89.08,36.78,64.53,21.21,62.57,7.16,115.04,sugarcane
71.12,46.55,37.28,26.04,80.66,5.98,181.23,rice
59.68,37.36,33.63,32.04,49.75,6.98,80.65,pulses
50.6,39.79,40.17,25.7,47.4,7.77,54.07,millets
35.55,42.5,38.32,19.09,44.91,6.3,113.38,pulses
88.03,39.38,37.47,26.78,81.5,6.62,173.96,rice
65.89,44.32,62.03,31.48,44.58,6.67,57.96,cotton
83.0,42.66,43.48,34.54,73.93,6.57,137.2,sugarcane
33.3,41.88,25.21,23.42,46.54,6.79,22.65,pulses
77.13,49.32,46.63,32.39,76.28,6.41,183.99,sugarcane
48.68,39.74,51.22,35.79,52.06,6.81,64.49,cotton
50.55,40.39,43.4,23.96,48.96,7.59,43.19,groundnut
48.31,63.68,43.39,36.19,66.59,7.19,27.09,groundnut
45.47,44.5,41.24,23.13,56.27,7.42,39.46,millets
48.05,58.96,30.35,27.72,49.91,6.58,46.55,groundnut
50.93,43.03,42.14,25.12,64.73,7.51,96.92,pulses
81.25,53.86,33.24,27.98,49.19,6.84,68.63,maize
59.49,53.46,62.43,26.62,61.58,6.87,121.76,cotton
36.87,52.23,51.3,29.03,65.71,7.15,66.03,groundnut
74.09,46.19,44.51,20.28,90.79,6.48,259.18,rice
50.33,41.91,62.29,36.77,50.51,6.5,60.18,cotton
42.94,50.67,27.6,23.0,57.43,7.33,54.03,groundnut
74.1,36.26,36.37,29.84,62.14,7.19,72.06,maize
53.27,36.65,47.44,24.45,56.53,7.44,148.87,cotton
82.89,42.73,44.32,29.73,84.51,6.54,297.93,rice
52.96,45.27,84.66,24.25,76.07,5.61,298.99,coconut
86.57,52.11,64.67,28.14,73.66,6.75,194.91,sugarcane
81.23,41.19,42.4,24.69,88.1,6.33,298.62,rice
38.51,36.72,32.72,20.84,50.87,7.68,51.95,millets
78.24,43.55,40.09,21.16,85.44,6.11,312.43,rice
70.67,49.57,38.94,23.76,81.86,6.5,177.52,rice
99.29,41.82,55.68,33.27,69.8,7.35,75.4,sugarcane
55.37,41.75,46.12,34.58,41.75,7.11,51.74,millets
54.42,43.87,36.68,28.88,65.2,7.39,82.98,millets
85.24,40.62,36.46,23.81,49.97,6.18,109.45,maize
81.5,40.52,45.34,33.32,89.47,6.98,149.32,sugarcane
48.7,41.77,50.44,33.84,54.17,6.57,35.07,pulses
84.24,42.52,46.63,20.5,88.56,6.9,261.87,rice
86.84,42.14,34.28,24.94,79.91,6.62,285.78,rice
71.96,50.06,41.87,25.98,52.64,7.0,54.92,maize
91.32,40.73,40.49,25.34,86.16,7.03,221.77,rice
93.63,50.97,56.17,26.48,70.76,7.37,149.35,sugarcane
71.14,42.85,36.84,24.58,70.29,6.82,83.32,maize
100.66,64.62,65.02,23.52,62.73,6.85,124.4,banana
53.61,57.99,51.99,30.66,58.74,7.07,75.56,cotton
52.53,35.45,40.35,25.78,74.24,6.78,127.81,pulses
85.69,47.26,39.46,32.12,77.98,6.81,135.36,rice
77.15,51.19,40.89,27.16,75.5,6.21,217.49,rice
68.07,51.24,59.86,28.85,68.25,7.47,76.84,cotton
38.17,45.01,29.48,32.16,37.36,7.76,40.39,pulses
36.78,41.09,34.18,19.17,60.45,6.5,46.47,pulses
40.23,55.79,52.34,28.76,51.88,7.42,43.3,groundnut
48.03,37.95,49.66,30.27,42.9,6.83,77.93,millets
41.06,50.93,32.57,34.03,55.03,7.22,64.15,groundnut
39.03,54.42,42.81,21.43,61.61,7.03,65.22,pulses
78.54,47.31,39.42,26.51,94.07,6.41,313.07,rice
59.65,54.11,55.05,27.92,61.21,7.54,121.12,cotton
53.22,45.68,37.68,21.86,66.46,6.9,80.55,groundnut
72.17,44.79,47.32,32.42,66.13,6.73,94.65,sugarcane
71.12,43.02,50.14,30.62,61.76,6.4,102.44,cotton
27.87,58.45,34.71,21.01,56.61,6.67,27.99,pulses
61.26,37.82,30.73,27.35,53.39,7.04,84.58,millets
50.72,50.67,47.7,30.29,38.14,7.1,105.06,millets
67.57,37.61,70.2,32.33,73.49,7.22,220.62,coconut
32.54,51.99,42.51,31.8,68.69,6.46,113.64,groundnut
82.94,56.52,29.7,22.06,57.96,6.87,143.44,maize
65.32,39.9,24.49,30.67,66.42,7.43,123.55,maize
59.88,38.71,39.58,25.26,51.85,6.52,80.09,pulses
75.99,41.84,43.82,22.05,77.06,6.46,175.14,rice
65.68,54.1,48.55,21.67,72.36,6.11,188.15,rice
46.54,48.75,51.74,21.03,61.38,6.45,77.72,millets
47.57,54.51,45.56,34.17,68.41,6.67,46.73,pulses
88.27,50.09,50.97,21.4,78.33,6.5,269.82,rice
74.55,45.86,49.93,28.76,94.81,6.67,270.54,rice
102.12,44.25,57.49,32.27,78.86,7.02,227.44,sugarcane
95.41,48.23,47.7,34.52,80.66,6.73,193.06,sugarcane
50.84,52.4,25.37,32.82,46.49,7.64,89.3,pulses
25.32,45.33,44.07,25.68,63.06,7.2,122.79,pulses
109.52,48.31,57.53,35.24,67.69,7.33,149.24,sugarcane
45.69,52.96,49.31,34.06,61.71,7.23,49.78,groundnut
69.35,41.69,22.49,27.76,79.91,6.14,125.05,maize
88.13,48.16,42.08,27.18,79.42,6.59,327.22,rice
76.2,59.07,46.14,34.17,49.99,7.31,68.71,maize
44.46,34.56,37.49,23.08,56.78,6.98,104.53,millets
53.76,45.27,31.89,30.21,50.17,7.87,67.07,pulses
45.13,46.3,30.86,29.64,67.3,6.52,58.5,pulses
53.17,42.75,60.09,22.35,50.5,7.6,72.7,millets
70.06,40.94,36.6,30.61,75.45,6.36,155.77,rice
107.36,37.34,46.15,33.74,76.93,6.7,109.7,sugarcane
73.48,46.94,41.18,23.09,95.39,6.81,252.55,rice
50.05,42.8,43.03,24.88,60.54,6.83,34.92,pulses
57.79,48.86,58.37,24.29,58.33,6.79,73.48,cotton
89.42,48.89,46.34,31.56,89.53,7.05,248.1,rice
40.24,52.55,24.24,30.11,46.95,6.2,44.07,pulses
55.42,49.48,50.16,32.41,64.0,6.18,116.27,cotton
65.0,26.16,49.59,35.26,51.88,6.43,76.41,millets
57.37,39.13,57.17,33.55,72.48,7.11,83.44,cotton
55.82,47.58,41.25,27.37,41.83,6.64,50.97,millets
48.73,32.23,36.57,32.69,46.29,6.36,85.25,pulses
84.07,56.32,40.3,29.94,56.65,6.82,125.52,maize
81.65,48.88,58.63,31.15,84.07,6.32,137.56,sugarcane
